,userID,itemID,reviewText,rating
1661,A2V92F5R7MLCVI,B00CTJ4JHA,"I'm not normally a big fan of nutrition bars and not that this would be on a list for regular purchase; but this is one of the better ones. You do have to be a fan of very dark chocolate. This is so dark it almost tastes burnt.The ingredients and nutrition claims are sort of amazing - the fact that it has  serving of vegetables. It does contain soy, sweet potato juice, corn fiber, peanuts, carrots, and oats among other ingredients - so there is a lot in there that you cannot taste. What you do taste besides the chocolate is crunchy rice, and peanut type flavor.The major problem that I see at this time is the cost of $9.54 for a total of 6 bars.",3.0
1401,A2MNB77YGJ3CN0,B00AHRDVFM,"If you like garlic, you might like these.  The garlic flavor is VERY strong, as is the parmesan, which is fine with me.  I'm all for strong flavors.These are a little on the dry side by themselves.  I tried mine with ham and cheese (better), and hummus (GREAT!).  They remind me in texture of pita chips, but with more flavor.  The size of the crackers is small-ish: about the same size as wheat thins, maybe 1"" or so square.Nutritionally, they're not bad: a serving is 9 crackers, and contains 110 calories, 3g fat, 16g carbs, of which 3 are fiber, and 5g of protein,  Sodium is 200mg per serving -- not terrible, not fantastic.  You decide.  For those on Weight Watchers, these add up to 3 points.If I can find a good deal on these, I might keep them on hand.  They ARE tasty, and really go well with hummus.  They might make a nice alternative to the usual crackers I keep around.Bottom line: I liked them.",4.0
638,ACJT8MUC0LRF0,B004R8V9FG,"Frankly, I didn't have high hopes for this product because it reminded me of that apple cider drink in a packet.  That stuff was so loaded with sugar, you could have set it aside in case you ran out of it.  Cane sugar is the first ingredient, but with only 40 calories per serving it's not an overwhelming amount by any means.  I simply nuked some water and added a packet.I was very surprised by the spice explosion, a very pleasant taste and experience.  It's just the perfect type of drink I enjoy having on a cold winter's night along with a small cookie.  Make that cookies.  I'm not so sure that people who are into teas, enjoying their finer qualities, will be enamored with this drink.  Yes, there is black tea extract, but the ""drink"" is simply an Asian spice delight I loved.NUTRITION FACTS:Serving size: 1 packetServings per container:  10Amount per servingCalories:  40Trans fat:  0gSaturated fat:  0gTrans fat:  0gCholesterol :  9mgSodium:  10mgTotal carbohydrate:  8gDietary fiber:  less than 1gSugars:  7gProtein:  2gINGREDIENTS:Cane Sugar, Milk Powder, Black Tea Extract, Natural Cardamom Powder and SpicesNATURE'S GURU TEAS:Instant Unsweetened Chai, Masala SpiceInstant Cardamom Chai SweetenedInstant Unsweetened Chai, CardamomInstant Masala Spice Chai Sweetened",5.0
943,A1UQBFCERIP7VJ,B007JFXWRC,"Lipton Herbal Pyramid Blackberry Vanilla Tea Bags have a pleasant flavor with a nice tartness. It is caffeine-free because it isn't really tea but an herbal infusion so it's a good choice for a hot beverage in the evening.There is a hint of blackberry or raspberry but the predominant flavors to my palate are hibiscus and rose hip. The vanilla gives a nice scent but not a lot of flavor. It distinctly reminds me of Celestial Seasonings Wild Berry Zinger Herbal Tea. I don't think that the Wild Berry Zinger has the vanilla scent but it has been quite some time since I had any.My primary objections are that the bags seem to be made of some kind of plastic rather than a biodegradable material and that the manufacturer didn't bother to spell the ingredients properly.Ingredients: Hibiscus flowers, rosehips (sic), sweet blackberry leaves, natural flavor, dried black current (sic) pieces, dried blackberry pieces, dried blueberry pieces, dried raspberry pieces, sunflower lecithin (presumably as an emulsifier).Vanilla isn't listed as such but is no doubt included under the third-most predominant listed ingredient, natural flavors. It would certainly be good marketing to include it particularly since it is in the product name. This makes me suspect that it is actually a vanillin naturally-derived from fermentation of ferulic acid rather from the vanilla bean. If so, the depiction of a vanilla flower on the label is certainly deceptive.",4.0
863,A3OXHLG6DIBRW8,B0061IUKDM,"This Higgins & Burke Green Tea makes a very nice cup of tea with a pleasant lemon flavor. We drink a lot of tea and my daughter is ""specialty"" tea fanatic, so we spent a good bit time enjoying this and discussing the merits of the tea and the extra ingredients.This is a good green tea that also has lemon grass, lemon balm herb, and verbena leaves, all of which add lemon flavor. We like this tea after dinner since it sits well after a meal.Highly Recommended!CFH",5.0
1074,ALSAOZ1V546VT,B008YUL4CQ,A very tasty HOT drink u can enjoy anytime - since it's caffeine free! The citrus really comes through and really perks up your mood. Recommended!,5.0
1583,A3FBM0RMCMAABV,B00BNR7I18,"I'm not sure how these taste because I'm not one to suck apple sauce from a squeeze pack- but the 18 month old who ate these absolutely LOVED them. They are fast and convenient and can go in the fridge for a refreshing cool down on a hot day. The packaging is a bit excessive for home use, but to throw in a diaper bag and have on the go they are absolutely perfect.",5.0
1180,A1W415JP5WEAJK,B009M515DA,"After discussing this product with several friends, I realized that we needed to use the standard preparation. In this, you fry an onion in olive oil (OK, I used butter), then fry the couscous before you cook it. Afterwards, you fluff it up to separate the grains.I made this with a chuck roast, so I used the broth to make the couscous itself. I was also making home grown green beans, so after steaming them, I added them to a fry pan with onions and more butter. and after they were tender, I stirred in the couscous for a final fry. I cut up the roast and stirred the meat into the couscous.It was, to put it mildly, delicious.Am I ""cheating?"" Nope, couscous, like rice and other grains is exactly that, a grain. When cooked properly using family recipes, it will be wonderful. But I would no sooner make plain couscous without butter, salt, and pepper than I would make plain rice and expect it to be tasty.This seven ounce package made plenty as a side dish for our family of four.If you are trying couscous for the first time, try to make it the same way you would work with rice. Make sure it is cooked properly with great seasonings, and isn't just a white blob of something mushy.You can also use it as a vegetarian addition to vegetable soup.Very nice, very interesting.",5.0
80,A3PD8JD9L4WEII,B000GFYRHG,A good assortment of tea.  Apparently the description has been corrected since the other reviewer posted.  These are decent teas of good quality at a fair price.  Good for when you're in the mood for something different.,4.0
83,A1GQAKL9CGQLP1,B000GFYRHG,"If you're looking for a tasty green tea, you might enjoy this Bigelow green tea with lemon.  I love the flavor of lemon in tea.  This has a light, pleasant lemony flavor which isn't overpowering. The tea is a wonderful afternoon or evening treat.  Green tea alone to me tastes the way hay smells--excuse me, we used to have a horse form and when I drink plain green tea I feel like I'm drinking horses brew.But this tea tastes like lemon and is delightful.  I was never a tea drinker but wanted to add green tea to all the other nutritious foods I'm eating and this is my favorite so far.  I want to try the decaf version of this green tea with lemon, also.Each tea bag comes individually wrapped with a string so the bag is easy for dipping. If you like lemon flavored tea, you should enjoy this version of it.",5.0
1474,A3FKGKUCI3DG9U,B00B2JRNBM,"I have been a fan of Barilla pasta for a long time, but this is not their greatest product.  To its credit, this microwave dish has a list of wholesome ingredients with very little sugar.  It is easy to prepare.  The noodles are firm, not soggy, and the sauce does have a good taste.  On the down side, the result is not very exciting. These are not theBarilla Plusnoodles, which have many whole grains to produce more taste.  While, the sauce is adequate, it contains only a hint of meat.  In the end you are left with two plastic bowls, which have little utility except perhaps to be recycled.",3.0
983,A1ZPY91VE3IDN1,B007N04AF6,"The packaging is curious of theQuaker Real Medleys Apple Walnut Oatmeal +, (Pack of 12).  Remove the lid, remove the well secured seal, do not remove the sleeve from the plastic container.  Add boiling water to the interior line which is just above halfway, cover and let rest for three minutes.  OR add water to the same line, DO NOT cover, and microwave for less than a minute, then let rest for a minute before eating.  Don't forget to stir after adding water in either technique.  I used the boiling water method.My first taste was shocking.  I got a major hit of sweet and an unidentifiable flavor that was unappealing and downright offputting.  I tried again and liked the texture but couldn't tolerate the sweetness and nauseating flavor.  Next spoonful was sticky, gluey, and I decided to forfeit the remaining 290 calories and 22 grams of sugars.  I picked out the two pieces of walnut and discarded the container and 90% of the product. I am very happy that I received only one package and will neither purchase nor recommend this product.  I am disappointed in Quaker for creating a product that is marketed as a healthy option.  Yes, multigrains are nutritionally better than refined grains, but all things must be considered and this was a huge disappointment.  Two stars are earned only because for those who really must have sugars, at least they can get some fiber with their easy to prepare oatmeal.",2.0
1219,A3R9H6OKZHHRJD,B009M515HG,"I enjoy couscous, but until now I had only had the small couscous- the consistency of grains.  This couscous is larger and chewier.  It cooks quickly (12 minutes) with some water and olive oil added.  I appreciated the flavor- it was tasty without being too strong or too salty.  I often find these side dishes can be very salty, but this one doesn't taste salty at all.  Tasty and easy.",4.0
113,A2YKWYC3WQJX5J,B000V17MLS,"The flavor is exquisite, but with vegetables instead of chicken, it is heavenly.I've used any combination of potatoes, cauliflower, onion, peppers, celery, zucchini, fresh or canned tomatoes, and usually add peas and cubes of tofu at the end. I've even added coconut milk and almond milk at times.The sauce is silky and buttery, warm with exotic spices.Made as directed, or being wildly creative with add-ons, this is an excellent paste.",5.0
311,AAA0TUKS5VBSA,B0026ZYZ7Q,"I am new to Puerh tea, so I was excited to give it a try.  After try Numi tea with cardamom, though, I still feel a bit confused as to what it actually tastes like.  This is the result of the mild Puerh flavor being overwhelmed by the cardamom.  On the bright side, it smells wonderful and the dark Puerh adds a richness that would be missing from an herbal tea.  The cardamom is vibrant and soothing.  Overall, an excellent tea, though some may miss a strong Puerh kick.",4.0
1288,A36MP37DITBU6F,B009M516NE,"This is a slightly mild flavored rice pilaf. the garlic and herbs are really not spicy, barley taste them.  Nothing special, but that is what makes it a good choice as a side for almost any entree.  Goes really well with seafood. Add a few shrimp and a veg to make a meal.",4.0
1892,A1W415JP5WEAJK,B00E3QNFF4,"Bumble Bee tuna has always tasted a bit more &#34;fishy&#34; to me than the other brands. In fact, when we first switched from Bumble Bee my husband thought I was doing something different.So if you are a fish lover, you will like this. I not only tested in on myself, but shared some of it with my daughter's cat who thought it was the cat's meow! He would have given it a full 5 stars, but I'm voting for 4. :-)",4.0
1773,AAA0TUKS5VBSA,B00DBSGJ9O,"I like fruit snacks quite a bit, but not all are created equal.  Some have a great chew and are bursting with fruit flavor, while others are too hard or soft and taste like bland artificial flavoring.  Unfortunately, the Kellogg's Fruity snacks are more the latter.  The texture isn't offensive, but lacks much chew.  It is better than the stale hard texture of some generics.  The flavor is pretty similar to chugging corn syrup.  There is not much to the flavoring, and it is missing the clean sweet flavor of sugar.  In short, these are mediocre.",3.0
1315,A3R9H6OKZHHRJD,B009UQGLGW,"So, these cups work well, and allow one to brew coffee in a Keurig machine much more cheaply than with a disposable k-cup.  They are easy to fill, easy to use, and easy to clean- just dump the grinds and rinse.  All of this stuff is great.  Where I still have some questions is on how one knows exactly when the utility of these cups is used up?  The packaging says they are good for 20 uses.  I don't really foresee myself keeping a running count of how many cups I've brewed.  Will they start to look ratty, like a sponge?  Do they start to degrade at the 20-use mark?  I haven't reached 20 uses yet, and I'm not really sure what the answers to these questions are.  When I get there, I will update- I've only been using them for a week or so.  In the meantime, I can certainly say that these work nicely at the beginning of their life, and they are easy and quick.",4.0
1302,A353U0L2HAMSHV,B009M5178S,"New to the Quinoa craze that seems to have been happening, I was excited to try out theSide Mates Quinoa with Rice, Black Beans and Corn.  The directions were very easy and within 15 minutes it was ready to eat.  The smell was pretty good and when I took the first bite I was pleased.  The texture was firm, but not crunchy and the flavor was very nice! I was somewhat worried that it might be a bit bland as I had found a couscous side dish from the same brand, but this was flavorful, spicy and seasoned very well.  Overall I really enjoyed this and will be buying it in the future.",4.0
60,A36MP37DITBU6F,B000FEH8ME,"I actually bought a case before I got this bar from vine but had not left review, so this review is after getting from vine. The wild blueberry flavor is very strong, so if you love blueberry and nuts you will love this bar. The texture is similar to a chewy brownie with lots of almonds for crunch making it very filling. Wild blueberries  have higher ORAC (antioxidant power) values, and the blueberries are apple juice infused not sugar, so very healthy bar.I love to have one with a cup ofCafe Altura Organic Coffee, Sumatran Dark Roast, Whole Bean, 32-Ounce Bag. Great for fast breakfast or sanck.",4.0
1759,A1ZPY91VE3IDN1,B00DBSGJ4E,"Kellogg's Harvest Acres Fruit Snacks, Strawberry, 8 Ounce (Pack of 10)was a major disappointment for three out of four who tried them.  The fourth one who likes candy and chewy things loved them.  I like many Kellogg's products but can't recommend these ""fruit"" snacks because they tasted like gummy blobs of flavorings that are marketed as a source of Vitamin C and real fruit.  The box is a pretty color.",1.0
1695,A1KEK09ZA6J9P8,B00DBSG2HS,"Oh you evil little elves....you have done it again.  Is everything you make delicious?  These cookies are fantastic, very buttery, like those old Danish butter cookies that come in the big tin.  A few had broken, and we all know that broken pieces don't count as calories, because, well, they are broken....it's something molecular or something.....Anyway......a serving size is two cookies for 140 calories.  These might be hard to portion though, they are just really good.The only thing that could have made these even better would have been some coarse sugar on the top of the cookie, but let's not be ridiculous here, you will get into enough trouble once you open these.Would I buy?  Duh.....this one is a no brainer.  If I am feeling lazy and not making cookies, I would definitely buy a pack of these!Highly recommend if you like a nice butter cookie and these would be amazing with ice cream or gelato.",5.0
1813,A25C2M3QF9G7OQ,B00DILCU92,"This is a decent breakfast bar. It boasts of having five ""super grains"" consisting of oats, millet, quinoa, amaranth and buckwheat but wraps them together into a pretty tasty format that is not overly sweet. The texture is semi-soft - some crunch to it, but still chewy. The chocolate taste comes through well.It is crumbly, however. The bar was broken into a few pieces in the pack, and the pieces didn't hold together well when I was eating them. Definitely a bar to be eaten at home rather than on the go, since it can be a bit messy.There is some measure of an aftertaste from the grains that is a bit unpleasant and chalky. But overall, it's a decent bar with a pretty good nutritional profile.",4.0
907,AAA0TUKS5VBSA,B007B9WAH4,"The name ""Tea and Honey"" for this product is a little confusing.  At first, I wondered if they were hot tea mixes with little packs of honey to squirt in (sounds good!).  Instead, it is a competitor for the single-serving Crystal Light sleeves.  From that perspective, the low calorie count and use of sucralose (Splenda) is not surprising.  Also not surprising is the strong chemical flavor.  With that said, I highly prefer these!  The flavor is better and has less of an aftertaste.  Even with the chemicals, there are more natural flavors.  Also, the food coloring is not as intense as Crystal Light, which leaves me with red saliva for hours.I would personally prefer an all natural alternative from Lipton, but compared to other cold drink mixes, these Lipton options are near the top.",4.0
976,A1ITRGMT80D5TK,B007K5KAJY,"I had the Lemonade flavor and I highly disliked the taste.  I like Lemonade so I thought I would be fine with it and although it tasted along those lines, the after taste was so strong and yucky that I couldn't take more than a few sips.As far as the benefits go for drinking this, I can't really say if it does anything since I couldn't even finish 1/2 the can.  Maybe some of the other flavors aren't that bad but I haven't tried any of them.Based on having tried the Lemonade option only, I wouldn't recommend this option.",2.0
1556,A2YKWYC3WQJX5J,B00BJH59ZO,"I tried these and thought they were pretty salty. Someone else felt they were not salty enough!Most importantly, they PASS THE KID TEST!It's becoming easier and easier to find gluten-free foods, but still sometimes a challenge to find 'look-a-likes' that kids too young to fully understand their condition enjoy.I found them to be just as tasty as any pretzel.I think the gentleman commenting that they are bland is used to snacks that are coated with spice.And no GMOs!",4.0
939,AEL6CQNQXONBX,B007JFXWRC,I am not normally a big tea drinker. I drink hot or cool tea occasionally as I get a craving for it. I was curious to try this Blackberry Vanilla tea but didn't expect to like it that much. The unique tea bags are pyramid shaped which is unique. Each tea bag will easily brew 12 oz. of flavorful tea. To my surprise I actually like it. I like blackberry and vanilla but I couldn't imagine them together in tea. The blackberry is smooth and not overpowering and I really don't notice the vanilla flavor much if at all maybe just a slight hint. I was recently sick with a sore throat and this hot tea felt good on my throat and the aroma awakens the senses. I see that they have many different flavors of this tea and I look forward to trying more varieties.,4.0
1105,A25C2M3QF9G7OQ,B00934S33A,"While the biscuits made from this mix don't compare with scratch-made buttermilk biscuits, they were better than I thought they would be. The taste is quite good. The shortcomings are mainly in the texture of the biscuit in that it's more on the crumbly side than a regular biscuit. Not horrible, but I could clearly discern the difference.On the plus side, these are super simple to make, and the instructions on the package are clear and accurate. The dough is easy to work with for rolling/cutting.While I'll stick with my grandmother's buttermilk biscuit recipe for most of the time, I would not have any problem serving these for guests who can't have gluten in their diet.",4.0
1391,A2FRFAQCWZJT3Q,B00AHRDVFM,"These are small  thick-ish squares that are crispy and a bit hard but not too hard.  They taste very good, have a prominnate Parmesan flavor, and aren't overly salty like so many other snack foods.  I like them plain as well as with hummus or other dip.",4.0
1735,A1ITRGMT80D5TK,B00DBSG3K4,I really like these cookies.  These are just plain little cookies without icing or a filling but they have a definite coconut flavor to them.  They're really quite tasty.  A serving size is 6 cookies at 150 calories total.  Not too bad.  These cookies have a nice crunchiness to them.  Not rock-hard like some similar cookies on the market.  I don't like hard cookies.  These have just the right amount of crunch to them.I like these cookies and I would recommend them.  I wish the package was resealable but that would be my only complaint.,4.0
61,AQLL2R1PPR46X,B000FEH8ME,"These are very good and healthy bars. Raw, certified organic and gluten free. They can be compared to Larabars, but have more than 6 ingredients. Strictly speaking I would give the edge to Larabars as being more ""pure"" because they pack so much real flavor without any added flavorings like this bar has, but these bars have nothing chemical in them either. These are moist and sweet, but it doesn't overpower you. The blueberry flavor isn't in your face, but you can tell it's blueberry. Yes, the bar is ugly. But it's ugly because it's not full of artificial colors that make it look like something not found in nature.One thing I did enjoy more about Pure bars over Larabars is the texture. They have bits of whole nuts that overall give the bar a more substantial taste and feel. I would recommend these to anyone who wants an alternative and fresh tasting fruit and nut bar for a quick meal or snack. And at less than 200 calories it would be great for both.",5.0
942,A3VI2VETB90ZG5,B007JFXWRC,"Typically, a purist when it comes to drinking straight tea, I occasionally step out of the box to try something new. I enjoy the Lipton Herb Pyramid Blackberry Vanilla tea for distinct reasons whether served hot or cold. I love the new pyramid style bags as well. Note that these are caffeine free.When served hot, the blackberry is a stout and tart-sweet experience almost midway back on the upper sides of the tongue; the vanilla sensation is more detectable through the sinuses and is quite soothing for the throat.Served cold, the blackberry is much more subdued; it tastes of a cool, lightly sweet blackberry. The vanilla maintains its mellowing texture in the cooler mix.The innovative, pyramid shaped tea bags mix exceptionally well when tugging at the string during the steeping process. The pyramid also keeps herbs intact, improving flavor retention.",5.0
368,A3OXHLG6DIBRW8,B00338DPRG,"This Barilla ""Whole Grain Linguine"" is one of the best whole grain pastas we have tried. To be fair, it's only 51% whole grain flour with regular flour making up the rest. The texture is somewhat more grainy than all-flour pasta but we eat a lot of whole grain products and are used to the texture difference. The taste was good for a whole-grain pasta and had more of a ""wheaty"" taste than regular pasta, but it was light enough to not turn off the true pasta lovers in my family.We cooked it a little longer than the package directions for ""al dente"" but short enough to still have some firmness (about 8 minutes). We like that it didn't get mushy even when stored as leftovers for a few days in the refrigerator with the sauce mixed in it.This is a good compromise between all flour pasta and all grain pasta.Recommended!CFH",4.0
1284,A3NHUQ33CFH3VM,B009M516NE,"This rice pilaf is unique in that it can serve as a dessert item.  It's rich and sweet, and tastes good.  My kids like it.",4.0
40,A3VI2VETB90ZG5,B000F3Q0QK,I'm not much of a cook. I've only used this to dip chicken nuggets in and it's pretty good. The rest of the family likes it too. I would imagine it would make a great marinade.I recommend it.,4.0
1641,A3VI2VETB90ZG5,B00CSS40LW,"Campbell's Tavern Style Pot Roast with Mushrooms and Roasted Garlic is a fantastic, easy to use meal solution. With two to three pounds of beef, a slow cooker and a bit of patience, this sauce will turn a chuck roast into a mouthwatering, tender and moist comfort food meal. It has a rich flavor that comes from what is, for the most part, an all natural ingredients list. I enjoy the Tavern Style Pot Roast with Mushrooms and Roasted Garlic, and I recommend it for its convenience.",5.0
554,A25C2M3QF9G7OQ,B004E4HUMY,"I was surprised at how good this tasted. No, it won't compare to fresh made sweet tea, but it's pretty good. I like how easy it is to use - you can put in just a touch if you want a hint of flavor, or use a lot if you want a stronger taste.I also like that it has zero calories. However, there is a bit of an artificial sweetener aftertaste, which knocks it down to 4 stars.The packaging is also a strong point. While it does use a lot of plastic, it makes it very easy to toss into a bag to take with you. For example, my gym has some really poor tasting water (strong chlorine smell) in the drinking fountains. This will be handy to have with me when I run out of my own bottled water and have to refill the bottle at the fountain. (They sell bottled water but I just can't fathom paying two bucks for water at the gym when I can bring my own tap water for next to nothing).Nice concept, thoughtful packaging and decent taste. Definitely worth trying.",4.0
1178,A1ITRGMT80D5TK,B009M515D0,"I really disliked this pasta.  It was easy enough to cook but the taste was so bad I couldn't take more than a bite or two.  My husband was able to eat a decent sized portion (even though he didn't care for it either) but my 10-year-old son and 12-year-old daughter were in agreement with me and wouldn't eat more than a bite themselves.Although it was obvious this was supposed to taste like macaroni and cheese, it was cardboard flavored macaroni and cheese in my opinion.  There wasn't much flavor but it definitely tasted like cardboard to me.The is definitely a pasta that I won't be recommending to anyone.",1.0
1709,A1GYEGLX3P2Y7P,B00DBSG2NC,"I love wafer cookies, but these were a miss for me because of the soft, chocolaty coating which tasted a bit like inexpensive chocolate flavored candy instead of like fudge.So why did I give them 4 stars? Because everyone else in my family liked these a lot. My dad and daughter are both chocolate crazy and they liked this crisp wafers coated thickly in fudge-y, soft chocolate. They were an absolute hit with both of them, and being individually wrapped they go into lunches well as a treat. The size is a great one, it's not just a couple bites, they are big enough to be a real treat.I'll stick to the imported wafer cookies that I love, but will be buying these in the future for family.",4.0
204,AAA0TUKS5VBSA,B001LGGH40,"I really enjoy trying new things, so I found the idea of this soda pleasing. It is essentially carbonated fruit juice, so it is naturally high in calories and thus comes in a small container that looks a lot like an energy drink. This might confuse some, leading to negative reviews based on the wrong preconceptions of what it is meant to be. However, I think a very valid complaint comes from some that feel this ""natural"" drink tastes a bit artificial. This is likely due to the use of fruit juices from concentrate, which always have a more muddled flavor.  Having tried many of the Switch flavors, I find this one, like the watermelon, a bit plain and unexciting for a drink which purports to ""switch"" my world around.  The flavor really reminds me of strawberry-kiwi Snapple, which isn't a bad thing other than the lack of originality, and the carbonation is very pleasant.  It is an expensive treat, but would make a fun addition to breakfast in lieu of a similarly high calorie cup of orange juice.  If this is your first try at the Switch fruit sodas, I suggest trying the tangerine variety first, as it really better encapsulates the bright flavors of fresh fruit that I think the company is trying to achieve.",4.0
685,ACJT8MUC0LRF0,B004U8XT10,"We've always used Barilla in this house, but occasionally have purchased an off brand that was on sale.  Sometimes the sale items are on sale for a reason and we've ended up with a box that tasted just like that ... a box.  I like to transfer my pastas to glass jars when I get them.  It not only maintains the freshness, but it also looks nice.  I enjoy linguine tossed with a little olive oil and veggies.  I especially like to use yellow summer squash and zucchini.  Traditional sauces for linguine are tomato, pesto, and seafood sauces.This linguine will cook up ""Al Dente"" in 6 minutes.  Simply cook for another minute if you want a more tender linguine.  Barilla products are one of our family's ""stock up"" items and we tend to buy it in bulk.  Linguine is especially good for one of those quick and easy meals, especially if you need something hot, yet healthy.NUTRITION FACTS:Serving Size:  2 oz.(56g - about 1/8 box)Servings Per Container about 8Calories  200Calories from Fat  10Total Fat 1gSaturated Fat  0gTrans Fat  0gCholesterol  0mgSodium  0mgTotal Carbohydrate  42gDietary Fiber  2gSugars  2gProtein 7gINGREDIENTS:Semolina (Wheat), Durum flour, Niacin, Iron (Ferrous Sulfate), Thiamine Mononitrate, Riboflavin, Folic Acid.Barilla Mezze PenneBarilla Mini WheelsBarilla Linguine FiniBarilla Mini FarfalleBarilla SpaghettiBarilla Oven Ready LasagneBarilla White Fiber - Mini PenneBarilla Spaghetti RigatiBarilla Ditalini Soup CutsBarilla Campanelle Pasta",5.0
1049,A34BZM6S9L7QI4,B008JA73RG,"Most energy drinks are absolutely gross to me.  That being said, I actually liked this one.  It gave me energy without that creepy skin-crawling feeling I get from other energy boosters.  It wasn't amazing energy, but when you're looking for that spastic energy, I think that's when you end up with the buzzed jitters.",4.0
1633,A25C2M3QF9G7OQ,B00CJXP4JI,"I was not all that impressed with this drink. While the pairing of iced tea and lemonade sounds good, the flavor is too much on the lemonade side for my taste. Rather tart and less refreshing than normal iced tea.The mix itself is a typical Lipton powder in that it has a decent tea flavor, but does not (as expected) compare with iced tea made from actual loose tea or tea bags. Certainly more convenient, however, in that you can mix up whatever quantity you want.I'd be more willing to get this again if it were less tart and had a more pronounced tea taste. It's OK, but I'll pass on getting more.",3.0
1255,A3VI2VETB90ZG5,B009M516HA,"I like Side Mates Traditional Couscous Three-cheese flavor. It's a mildly flavored, yet satisfying cheese blend with quality couscous. Preparation requires simply boiling a water and oil liquid combination, adding the mix packet, removing from the heat, then covering and waiting for five minutes before fluffing with a fork and serving. I would enjoy this tasty, quick-fixing side dish as an option for just about any meal.",4.0
1286,AEL6CQNQXONBX,B009M516NE,This rice comes in a 6 ounce box and it cooks on a stove top within 10-12 minutes. You can also cook it in the microwave but I have no desire to try cooking rice in a microwave. It was easy enough to cook but after cooking it for 10 minutes and it sitting for an additional 2 minutes there was still a lot of extra liquid. The rice itself cooked fine but the taste wasn't quite what I expected. I like uncle ben's long grain and wild rice and I thought this would be similar. Unfortunately it was not similar tasting at all. The taste was rather plain and didn't have a strong garlic or herb flavor. It doesn't taste bad but I wasn't jumping with joy either and probably wouldn't try it again. The box also only made 2  cups which isn't much at all.,3.0
1649,A2OCDK0BOW6UCY,B00CTJ4JHA,"V8's entry in the world of nutrition bars contains the equivalent of a 1/4 cup of vegetables, 200 calories, 9 grams of fat and 5 grams of fiber. The bar is on the small side with a somewhat chewy consistency with some not so crispy rice crisps. The peanut butter was more of a suggestion than a true flavor and the dark chocolate was thin and mild. Although it did seem to hold off cravings and hunger pangs, it did not excite my taste buds. I thought the calorie content was hefty for such a small bar. So while I might eat one again, I would not go out of my way to do so.",3.0
411,A1W415JP5WEAJK,B003EXVM66,"Many years ago I discovered the you can make lasagna (using any noodles) without cooking them first. Just add extra water around the edges and cover it with aluminum foil during the first 45 minutes of cooking.But there is a problem with making it this way, the pasta has lots of lovely curls along the edge which makes it hard to stack. It also is difficult to break to make it fit nicely in this pan.That's where this wonderful idea comes in. The lasagna noodles are flat. They fit nicely and evenly into the pan.If you are looking for a wonderful way to cut the time spent making lasagna, these are the perfect noodle for the perfect short cut. Highly recommended from someone who has made lasagna without cooking the noodles for many years.",5.0
1624,A1ZPY91VE3IDN1,B00CIVY3CA,"I'd written a review for theArriba Red Salsa, Hot, 16 Ounce (Pack of 4), and my title was, ""Not for the faint of heart.""  Doing my cut and paste, I see that the single review posted when I created mine has a title which uses the exact same phrase!We go through a lot of hot and spicy sauces, condiments and salsas in this household and we've met the hottest salsas of all in our first jar of Arriba Red Salsa, Hot.  I'm not kidding, just thinking about it makes my mouth and tongue burn, but in a good way.  Tasting fresh, relatively thin in consistency, our only complaint is that the jar is difficult to open.  Without ourOXO Good Grips Jar Opener, I don't know that I would have been able to pop the top.  The batch we received has a best by date of more than a year, but it was difficult to find and read on the top edge of the glass jar.  I also think it's worth mentioning that despite the labeling of ""Gluten free,"" there is a teeny tiny print warning that this is, ""Made in a facility that uses milk, wheat, soy, egg, fish, peanuts, tree nuts, and crustaceans.""  So, if you're a celiac or allergic to any of the above, be forewarned by this consumer.The ingredient list is interesting in that the peppers are solely jalape&ntilde;o, and judging from the heat of the salsa, they don't skimp on the peppers.  Using an Aztec style of flame roasting the vegetables, the flavors are well married and produced a great salsa for cooking as well as dipping.  We've become hooked on this and it's been enjoyed by each person who's tasted it with the exception of a single lightweight.  It's interesting to me that sesame oil is used with no other oils, and I wonder if it is used in the fire roasting process or added to the salsa.  I'd guess that the it's in the roasting and not added to the mix.  Any way it's done, this is a tasty salsa, but the heat definitely overpowers any separation of flavors.  We really, really like it and would would like to try the Medium version for comparison.",5.0
256,A2MUGFV2TDQ47K,B0025UCHT0,"Adding more grains and protein to the diet is easier and tastier with this spaghetti plus multi-grain. It's thin, neither grainy nor gummy like many whole grain pastas no matter what you do to them. This spaghetti takes a little longer to cook but the wait is worth it. It tastes good either minimally tossed with olive oil, garlic and spices OR nestling a robust pasta sauce.I really enjoyed the spaghetti itself from the moment of testing/tasting it for ""doneness"" while cooking it. It is so much heartier than plain old spaghetti and yummier than the batches of whole grain spaghetti available. This is an item I'll continue to have around!",5.0
122,A36MP37DITBU6F,B0012C0X3O,"2012 and still as taple in our home. Great organic chocolate milk imitation. Not creamy like milk, but a light  chocolate drink like yahoo or chocolate soldier but not as sweet.  Sons want it everyday.  My whole family loves it.  So good  ordered 3 cases of 24 on subscribe and save.Makes great snack by itself, or quick refreshing addition to any snack or meal. fits perfect in lunch box.  Part of any healthy lifestyle even great for vegans. **allergy alert made from almonds / nuts",5.0
930,A1ZH9LWMX5UCFJ,B007JFMIWW,"I took these bars on a recent camping trip and was disappointed in how unsatisfying they are. After about half an hour I was hungry again. They are tasty, kind of like a stepped-up Nutri Grain bar, but I would rather have the extra 20-30 calories and be more satisfied.",3.0
